Susan Davis,Female,Caucasian/White,1944,null,null,2001,2021,California
Susan Wild,Female,Caucasian/White,1957,null,null,2018,2021,Pennsylvania
Susie Lee,Female,Caucasian/White,1966,null,null,2019,2021,Nevada
Suzan DelBene,Female,Caucasian/White,1962,null,null,2012,2021,Washington
Suzanne Bonamici,Female,Caucasian/White,1954,null,null,2012,2021,Oregon
Ted Budd,Male,Caucasian/White,1971,null,null,2017,2021,North Carolina
Ted Deutch,Male,Caucasian/White,1966,null,null,2010,2021,Florida
Ted Yoho,Male,Caucasian/White,1955,null,null,2013,2021,Florida
Thomas Massie,Male,Caucasian/White,1971,null,null,2012,2021,Kentucky
Thomas Suozzi,Male,Caucasian/White,1962,null,null,2017,2021,New York
Tim Burchett,Male,Caucasian/White,1964,null,null,2019,2021,Tennessee
Tim Ryan,Male,Caucasian/White,1973,null,null,2003,2021,Ohio
Tim Walberg,Male,Caucasian/White,1951,null,null,2011,2021,Michigan
Tom Emmer,Male,Caucasian/White,1961,null,null,2015,2021,Minnesota
Tom Malinowski,Male,Caucasian/White,1965,null,null,2019,2021,New Jersey
Tom Reed,Male,Caucasian/White,1971,null,null,2010,2021,New York
Tom Rice,Male,Caucasian/White,1957,null,null,2013,2021,South Carolina
